"user_supplied_name","submitted_name","data_source_id","data_source_title","gni_uuid","matched_name","classification_path","classification_path_ranks","classification_path_ids","taxon_id","edit_distance","imported_at","match_type","match_value","prescore","score","superkingdom","kingdom","phylum","class","order","family","genus","species"
"Diprion simile","Diprion simile",4,"National Center for Biotechnology Information","2fffd0d3-ffc0-5887-840f-703eba219ef6","Diprion similis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Hymenoptera|Tenthredinoidea|Diprionidae|Diprioninae|Diprion|Diprion similis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7399|85772|52632|410274|52633|362088","362088",2,"2024-01-09T22:19:45Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Diprionidae","Diprion","Diprion similis"
"Dipterygia scabriuscula","Dipterygia scabriuscula",4,"National Center for Biotechnology Information","6543a6bb-2cb1-5cc1-ab60-5964632facf6","Dypterygia scabriuscula","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Noctuoidea|Noctuidae|Xyleninae|Dypterygia|Dypterygia scabriuscula","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|37570|7100|572922|709253|987927","987927",1,"2024-01-09T22:40:36Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Noctuidae","Dypterygia","Dypterygia scabriuscula"
"Disonycha pennsylvanica","Disonycha pennsylvanica",4,"National Center for Biotechnology Information","56d09438-e8c6-5021-ae09-f5b71d272d9e","Disonycha pensylvanica","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Chrysomelidae|Galerucinae|Alticini|Disonychina|Disonycha|Disonycha pensylvanica","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|subtribe|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7041|41084|41088|71528|27439|63710|131578|199316|199320|1895311","1895311",1,"2024-01-09T23:15:53Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Disonycha","Disonycha pensylvanica"
"Dolba hylaeus","Dolba hylaeus",4,"National Center for Biotechnology Information","13f31549-8b19-5667-a052-09a4ccd40436","Dolba hyloeus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Bombycoidea|Sphingidae|Sphinginae|Sphingini|Dolba|Dolba hyloeus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|tribe|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|37569|7128|82616|523164|119250|119251","119251",1,"2024-01-09T22:09:36Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Sphingidae","Dolba","Dolba hyloeus"
"Dolichopus calcaratus","Dolichopus calcaratus",4,"National Center for Biotechnology Information","e738704d-cde1-5272-983a-a99465858abc","Dolichopus caligatus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Brachycera|Muscomorpha|Eremoneura|Empidoidea|Dolichopodidae|Dolichopodinae|Dolichopus|Dolichopus caligatus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|clade|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|50672|92558|92572|192427|2881876","2881876",3,"2024-01-09T23:54:43Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Dolichopodidae","Dolichopus","Dolichopus caligatus"
"Dolichopus fulvipes","Dolichopus fulvipes",4,"National Center for Biotechnology Information","21f46aea-77bd-5cd1-8d69-3d109cd77f1e","Dolichopus flavipes","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Brachycera|Muscomorpha|Eremoneura|Empidoidea|Dolichopodidae|Dolichopodinae|Dolichopus|Dolichopus flavipes","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|clade|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|50672|92558|92572|192427|1890572","1890572",2,"2024-01-09T23:15:40Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Dolichopodidae","Dolichopus","Dolichopus flavipes"
"Dolichopus socius","Dolichopus socius",4,"National Center for Biotechnology Information","ef077d38-d4f6-51f5-846c-7de901bd4bdf","Dolichopus simius","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Brachycera|Muscomorpha|Eremoneura|Empidoidea|Dolichopodidae|Dolichopodinae|Dolichopus|Dolichopus simius","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|clade|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|50672|92558|92572|192427|2879877","2879877",2,"2024-01-09T23:54:40Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Dolichopodidae","Dolichopus","Dolichopus simius"
"Dolichopus socius","Dolichopus socius",4,"National Center for Biotechnology Information","9b320342-7798-5670-a65c-4f6305236865","Dolichopus solidus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Brachycera|Muscomorpha|Eremoneura|Empidoidea|Dolichopodidae|Dolichopodinae|Dolichopus|Dolichopus solidus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|clade|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|50672|92558|92572|192427|1740921","1740921",2,"2024-01-09T23:09:43Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Dolichopodidae","Dolichopus","Dolichopus solidus"
"Dolophilodes distincta","Dolophilodes distincta",4,"National Center for Biotechnology Information","c80f40c4-8535-578e-9aab-8b0f9a99937c","Dolophilodes distinctus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Trichoptera|Annulipalpia|Philopotamoidea|Philopotamidae|Philopotaminae|Dolophilodes|Sortosa|Dolophilodes distinctus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|superfamily|family|subfamily|genus|subgenus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|30263|93873|93880|93876|177894|177900|98976|98977","98977",2,"2024-01-09T22:08:43Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Trichoptera","Philopotamidae","Dolophilodes","Dolophilodes distinctus"
"Donacaula melinellus","Donacaula melinellus",4,"National Center for Biotechnology Information","d9457135-4bd6-5b7b-a2fd-6d19b5b27583","Donacaula melinella","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Pyraloidea|Crambidae|Schoenobiinae|Donacaula|Donacaula melinella","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|37573|268499|72364|687323|687324","687324",2,"2024-01-09T22:31:48Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Crambidae","Donacaula","Donacaula melinella"
"Donacaula melinellus","Donacaula melinellus",4,"National Center for Biotechnology Information","7d1751c8-86e2-577f-9d80-36c66e2f7aca","Donacaula maximellus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Pyraloidea|Crambidae|Schoenobiinae|Donacaula|Donacaula maximellus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|37573|268499|72364|687323|2339866","2339866",3,"2024-01-09T23:33:11Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Crambidae","Donacaula","Donacaula maximellus"
"Donacia emarginata","Donacia emarginata",4,"National Center for Biotechnology Information","118e507b-ed4f-51b6-866c-ba27145e7797","Donacia marginata","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Chrysomelidae|Donaciinae|Donacia|Donacia marginata","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7041|41084|41088|71528|27439|111198|111199|558794","558794",1,"2024-01-09T22:27:44Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Donacia","Donacia marginata"
"Donacia flavipes","Donacia flavipes",4,"National Center for Biotechnology Information","38077a4c-8f92-5739-92dc-e509074b6741","Donacia clavipes","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Coleoptera|Polyphaga|Cucujiformia|Chrysomeloidea|Chrysomelidae|Donaciinae|Donacia|Donacia clavipes","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7041|41084|41088|71528|27439|111198|111199|462182","462182",1,"2024-01-09T22:23:59Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Chrysomelidae","Donacia","Donacia clavipes"
"Doryodes bistralis","Doryodes bistralis",4,"National Center for Biotechnology Information","d43eb32e-9aa4-55b8-ac15-6d32ff38e8f1","Doryodes bistrialis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Obtectomera|Noctuoidea|Erebidae|Erebinae|Doryodes|Doryodes bistrialis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|clade|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|104431|37570|695564|1583079|706033|2013226","2013226",1,"2024-01-09T23:20:36Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Erebidae","Doryodes","Doryodes bistrialis"
"Dorytheuthis pealeii","Dorytheuthis pealeii",4,"National Center for Biotechnology Information","4d98dcca-d34f-5297-bc1d-2be26fdd7786","Doryteuthis pealeii","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Cephalopoda|Coleoidea|Decapodiformes|Myopsida|Loliginidae|Doryteuthis|Doryteuthis pealeii","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|class|subclass|superorder|order|family|genus|species","131567|2759|33154|33208|6072|33213|33317|2697495|1206795|6447|6605|6606|215450|551347|6615|1051063|1051067","1051067",1,"2024-01-09T22:42:45Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Mollusca","Cephalopoda","Myopsida","Loliginidae","Doryteuthis","Doryteuthis pealeii"
"Drosophilia suzukii","Drosophilia suzukii",4,"National Center for Biotechnology Information","81e4b55c-d70f-5760-8903-400fb5818ad7","Drosophila suzukii","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Diptera|Brachycera|Muscomorpha|Eremoneura|Cyclorrhapha|Schizophora|Acalyptratae|Ephydroidea|Drosophilidae|Drosophilinae|Drosophilini|Drosophila|Sophophora|||Drosophila suzukii","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|clade|clade|||superfamily|family|subfamily|tribe|genus|subgenus|species group|species subgroup|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7147|7203|43733|480118|480117|43738|43741|43746|7214|43845|46877|7215|32341|32346|32353|28584","28584",1,"2024-01-09T22:05:45Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Diptera","Drosophilidae","Drosophila","Drosophila suzukii"
"Dryocoetus betulae","Dryocoetus betulae",4,"National Center for Biotechnology Information","d0f1f3c5-107b-5232-bf4f-8b6d6471aca4","Dryocoetes betulae","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Coleoptera|Polyphaga|Cucujiformia|Curculionoidea|Curculionidae|Scolytinae|Dryocoetes|Dryocoetes betulae","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7041|41084|41088|71529|7042|55867|105206|1230757","1230757",1,"2024-01-09T22:49:37Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Curculionidae","Dryocoetes","Dryocoetes betulae"
"Dytiscus verticals","Dytiscus verticals",4,"National Center for Biotechnology Information","035bd44d-8f05-5fa4-8329-a2359b1dbdaf","Dytiscus verticalis","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Coleoptera|Adephaga|Dytiscoidea|Dytiscidae|Dytiscinae|Dytiscini|Dytiscus|Dytiscus verticalis","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|superfamily|family|subfamily|tribe|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7041|41071|535378|50515|107842|183335|107799|183357","183357",1,"2024-01-09T22:12:24Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Coleoptera","Dytiscidae","Dytiscus","Dytiscus verticalis"
"Ectemnius tontinuus","Ectemnius tontinuus",4,"National Center for Biotechnology Information","eec25cb7-56f5-5b3b-a3b5-8bc032ab9432","Ectemnius continuus","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Hymenoptera|Apocrita|Aculeata|Apoidea|Crabronidae|Crabroninae|Crabronini|Crabronina|Ectemnius|Ectemnius continuus","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|order|suborder|infraorder|superfamily|family|subfamily|tribe|subtribe|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|7399|7400|7434|34735|253718|253722|288410|421285|421297|1126389","1126389",1,"2024-01-09T22:45:37Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Hymenoptera","Crabronidae","Ectemnius","Ectemnius continuus"
"Elachista argentosa","Elachista argentosa",4,"National Center for Biotechnology Information","627e5647-ef98-5f16-8c80-9f3b4d31d6d8","Elachista argentella","|Eukaryota|Opisthokonta|Metazoa|Eumetazoa|Bilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Mandibulata|Pancrustacea|Hexapoda|Insecta|Dicondylia|Pterygota|Neoptera|Endopterygota|Amphiesmenoptera|Lepidoptera|Glossata|Neolepidoptera|Heteroneura|Ditrysia|Gelechioidea|Elachistidae|Elachistinae|Elachista|Elachista argentella","|superkingdom|clade|kingdom|clade|clade|clade|clade|clade|phylum|clade|clade|subphylum|class|clade|subclass|infraclass|cohort|superorder|order|suborder|infraorder|parvorder|clade|superfamily|family|subfamily|genus|species","131567|2759|33154|33208|6072|33213|33317|1206794|88770|6656|197563|197562|6960|50557|85512|7496|33340|33392|85604|7088|41191|41196|41197|37567|37581|262431|315906|315910|912699","912699",3,"2024-01-09T22:38:06Z","3","Fuzzy match by canonical form","1|0|0",0.75,"Eukaryota","Metazoa","Arthropoda","Insecta","Lepidoptera","Elachistidae","Elachista","Elachista argentella"
